Backbone,oxidised_smiles,Position,Functional Group,reduced_smiles
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(O)c(O)c(O)cc3nc2c1,17.0,[OH],O=S(=O)(O)C1=CC=C2NC3=C(O)C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)c(S(=O)(=O)O)c3nc2c1,2.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C(S(=O)(=O)O)=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)cc3nc2c1S(=O)(=O)O,6.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C=C3NC2=C1S(=O)(=O)O
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,S(=O)(=O)O,O=S(=O)(O)C1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc(S(=O)(=O)O)c2nc3cc(O)c(O)cc3nc2c1,13.0,S(=O)(=O)O,O=S(=O)(O)C1=CC(S(=O)(=O)O)=C2NC3=CC(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(S(=O)(=O)O)c(O)c(O)cc3nc2c1,17.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=C2NC3=C(S(=O)(=O)O)C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc([O-])c(O)c(S(=O)(=O)O)c3nc2c1,2.0,S(=O)(=O)[O-],O=S(=O)(O)C1=CC=C2NC3=CC([O-])=C(O)C(S(=O)(=O)O)=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc([O-])c(O)cc3nc2c1S(=O)(=O)O,6.0,S(=O)(=O)[O-],O=S(=O)(O)C1=CC=C2NC3=CC([O-])=C(O)C=C3NC2=C1S(=O)(=O)O
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc([O-])c(O)cc3nc2cc1S(=O)(=O)O,12.0,S(=O)(=O)[O-],O=S(=O)(O)C1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C([O-])C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc(S(=O)(=O)O)c2nc3cc(O)c([O-])cc3nc2c1,13.0,S(=O)(=O)[O-],O=S(=O)(O)C1=CC(S(=O)(=O)O)=C2NC3=CC(O)=C([O-])C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(S(=O)(=O)O)c(O)c([O-])cc3nc2c1,17.0,S(=O)(=O)[O-],O=S(=O)(O)C1=CC=C2NC3=C(S(=O)(=O)O)C(O)=C([O-])C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CN(C)c1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,N(C)(C),CN(C)C1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CN(C)c1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,N(C)(C),CN(C)C1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CN(C)c1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,N(C)(C),CN(C)C1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CN(C)c1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,N(C)(C),CN(C)C1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CN(C)c1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,N(C)(C),CN(C)C1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CNc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,N(C),CNC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CNc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,N(C),CNC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CNc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,N(C),CNC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CNc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,N(C),CNC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CNc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,N(C),CNC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=C(O)CCNc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,NCCC(=O)(O),O=C(O)CCNC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=C(O)CCNc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,NCCC(=O)(O),O=C(O)CCNC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=C(O)CCNc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,NCCC(=O)(O),O=C(O)CCNC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=C(O)CCNc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,NCCC(=O)(O),O=C(O)CCNC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=C(O)CCNc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,NCCC(=O)(O),O=C(O)CCNC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,O(C),COC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,O(C),COC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,O(C),COC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,O(C),COC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,O(C),COC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CP(C)c1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,P(C)(C),CP(C)C1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CP(C)c1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,P(C)(C),CP(C)C1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CP(C)c1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,P(C)(C),CP(C)C1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CP(C)c1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,P(C)(C),CP(C)C1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CP(C)c1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,P(C)(C),CP(C)C1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CSc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,S(C),CSC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CSc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,S(C),CSC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CSc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,S(C),CSC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CSc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,S(C),CSC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CSc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,S(C),CSC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)c([SiH3])c3nc2c1,2.0,[SiH3],O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C([SiH3])=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)cc3nc2c1[SiH3],6.0,[SiH3],O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C=C3NC2=C1[SiH3]
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1[SiH3],12.0,[SiH3],O=S(=O)(O)C1=CC2=C(C=C1[SiH3])NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc([SiH3])c2nc3cc(O)c(O)cc3nc2c1,13.0,[SiH3],O=S(=O)(O)C1=CC([SiH3])=C2NC3=CC(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c([SiH3])c(O)c(O)cc3nc2c1,17.0,[SiH3],O=S(=O)(O)C1=CC=C2NC3=C([SiH3])C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)c(S)c3nc2c1,2.0,S,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C(S)=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)cc3nc2c1S,6.0,S,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C=C3NC2=C1S
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1S,12.0,S,O=S(=O)(O)C1=CC2=C(C=C1S)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc(S)c2nc3cc(O)c(O)cc3nc2c1,13.0,S,O=S(=O)(O)C1=CC(S)=C2NC3=CC(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(S)c(O)c(O)cc3nc2c1,17.0,S,O=S(=O)(O)C1=CC=C2NC3=C(S)C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)c(F)c3nc2c1,2.0,F,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C(F)=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)cc3nc2c1F,6.0,F,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C=C3NC2=C1F
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1F,12.0,F,O=S(=O)(O)C1=CC2=C(C=C1F)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc(F)c2nc3cc(O)c(O)cc3nc2c1,13.0,F,O=S(=O)(O)C1=CC(F)=C2NC3=CC(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(F)c(O)c(O)cc3nc2c1,17.0,F,O=S(=O)(O)C1=CC=C2NC3=C(F)C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)c(Br)c3nc2c1,2.0,Br,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C(Br)=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)cc3nc2c1Br,6.0,Br,O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C=C3NC2=C1Br
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1Br,12.0,Br,O=S(=O)(O)C1=CC2=C(C=C1Br)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc(Br)c2nc3cc(O)c(O)cc3nc2c1,13.0,Br,O=S(=O)(O)C1=CC(Br)=C2NC3=CC(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(Br)c(O)c(O)cc3nc2c1,17.0,Br,O=S(=O)(O)C1=CC=C2NC3=C(Br)C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CCc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,CC,CCC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CCc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,CC,CCC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CCc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,CC,CCC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CCc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,CC,CCC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,CCc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,CC,CCC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=Cc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,C(=O),O=CC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=Cc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,C(=O),O=CC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=Cc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,C(=O),O=CC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=Cc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,C(=O),O=CC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=Cc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,C(=O),O=CC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COC(=O)c1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,C(=O)OC,COC(=O)C1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COC(=O)c1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,C(=O)OC,COC(=O)C1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COC(=O)c1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,C(=O)OC,COC(=O)C1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COC(=O)c1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,C(=O)OC,COC(=O)C1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,COC(=O)c1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,C(=O)OC,COC(=O)C1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)c(C(F)(F)F)c3nc2c1,2.0,C(F)(F)(F),O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C(C(F)(F)F)=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3cc(O)c(O)cc3nc2c1C(F)(F)F,6.0,C(F)(F)(F),O=S(=O)(O)C1=CC=C2NC3=CC(O)=C(O)C=C3NC2=C1C(F)(F)F
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1C(F)(F)F,12.0,C(F)(F)(F),O=S(=O)(O)C1=CC2=C(C=C1C(F)(F)F)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1cc(C(F)(F)F)c2nc3cc(O)c(O)cc3nc2c1,13.0,C(F)(F)(F),O=S(=O)(O)C1=CC(C(F)(F)F)=C2NC3=CC(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=S(=O)(O)c1ccc2nc3c(C(F)(F)F)c(O)c(O)cc3nc2c1,17.0,C(F)(F)(F),O=S(=O)(O)C1=CC=C2NC3=C(C(F)(F)F)C(O)=C(O)C=C3NC2=C1
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,NCc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,CN,NCC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,NCc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,CN,NCC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,NCc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,CN,NCC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,NCc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,CN,NCC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,NCc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,CN,NCC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,N#Cc1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,C#N,N#CC1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,N#Cc1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,C#N,N#CC1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,N#Cc1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,C#N,N#CC1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,N#Cc1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,C#N,N#CC1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,N#Cc1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,C#N,N#CC1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=P(O)(O)c1c(O)c(O)cc2nc3ccc(S(=O)(=O)O)cc3nc12,2.0,P(=O)(O)O,O=P(O)(O)C1=C(O)C(O)=CC2=C1NC1=CC(S(=O)(=O)O)=CC=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=P(O)(O)c1c(S(=O)(=O)O)ccc2nc3cc(O)c(O)cc3nc12,6.0,P(=O)(O)O,O=P(O)(O)C1=C(S(=O)(=O)O)C=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=P(O)(O)c1cc2nc3cc(O)c(O)cc3nc2cc1S(=O)(=O)O,12.0,P(=O)(O)O,O=P(O)(O)C1=CC2=C(C=C1S(=O)(=O)O)NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=P(O)(O)c1cc(S(=O)(=O)O)cc2nc3cc(O)c(O)cc3nc12,13.0,P(=O)(O)O,O=P(O)(O)C1=CC(S(=O)(=O)O)=CC2=C1NC1=CC(O)=C(O)C=C1N2
OC1=CC2=NC3=CC(S(O)(=O)=O)=CC=C3N=C2C=C1O,O=P(O)(O)c1c(O)c(O)cc2nc3cc(S(=O)(=O)O)ccc3nc12,17.0,P(=O)(O)O,O=P(O)(O)C1=C(O)C(O)=CC2=C1NC1=CC=C(S(=O)(=O)O)C=C1N2
