Backbone,oxidised_smiles,Position,Functional Group,reduced_smiles
C1(N=CC=N2)=C2C=CC=C1,c1ccc2nccnc2c1,,,C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,Clc1cnc2ccccc2n1,2.0,Cl,ClC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,Clc1cccc2nccnc12,6.0,Cl,ClC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,Clc1ccc2nccnc2c1,7.0,Cl,ClC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,Nc1cnc2ccccc2n1,2.0,N,NC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,Nc1cccc2nccnc12,6.0,N,NC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,Nc1ccc2nccnc2c1,7.0,N,NC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=c1cnc2ccccc2[nH]1,2.0,[OH],O=C1C=NC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,Oc1cccc2nccnc12,6.0,[OH],OC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,Oc1ccc2nccnc2c1,7.0,[OH],OC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=S(=O)(O)c1cnc2ccccc2n1,2.0,S(=O)(=O)O,O=S(=O)(O)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,O=S(=O)(O)c1cccc2nccnc12,6.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,O=S(=O)(O)c1ccc2nccnc2c1,7.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=S(=O)([O-])c1cnc2ccccc2n1,2.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,O=S(=O)([O-])c1cccc2nccnc12,6.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,O=S(=O)([O-])c1ccc2nccnc2c1,7.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CN(C)c1cnc2ccccc2n1,2.0,N(C)(C),CN(C)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CN(C)c1cccc2nccnc12,6.0,N(C)(C),CN(C)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CN(C)c1ccc2nccnc2c1,7.0,N(C)(C),CN(C)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CNc1cnc2ccccc2n1,2.0,N(C),CNC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CNc1cccc2nccnc12,6.0,N(C),CNC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CNc1ccc2nccnc2c1,7.0,N(C),CNC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=C(O)CCNc1cnc2ccccc2n1,2.0,NCCC(=O)(O),O=C(O)CCNC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,O=C(O)CCNc1cccc2nccnc12,6.0,NCCC(=O)(O),O=C(O)CCNC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,O=C(O)CCNc1ccc2nccnc2c1,7.0,NCCC(=O)(O),O=C(O)CCNC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,COc1cnc2ccccc2n1,2.0,O(C),COC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,COc1cccc2nccnc12,6.0,O(C),COC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,COc1ccc2nccnc2c1,7.0,O(C),COC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CP(C)c1cnc2ccccc2n1,2.0,P(C)(C),CP(C)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CP(C)c1cccc2nccnc12,6.0,P(C)(C),CP(C)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CP(C)c1ccc2nccnc2c1,7.0,P(C)(C),CP(C)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CSc1cnc2ccccc2n1,2.0,S(C),CSC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CSc1cccc2nccnc12,6.0,S(C),CSC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CSc1ccc2nccnc2c1,7.0,S(C),CSC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,[SiH3]c1cnc2ccccc2n1,2.0,[SiH3],[SiH3]C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,[SiH3]c1cccc2nccnc12,6.0,[SiH3],[SiH3]C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,[SiH3]c1ccc2nccnc2c1,7.0,[SiH3],[SiH3]C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,S=c1cnc2ccccc2[nH]1,2.0,S,S=C1C=NC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,Sc1cccc2nccnc12,6.0,S,SC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,Sc1ccc2nccnc2c1,7.0,S,SC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,Fc1cnc2ccccc2n1,2.0,F,FC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,Fc1cccc2nccnc12,6.0,F,FC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,Fc1ccc2nccnc2c1,7.0,F,FC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,Brc1cnc2ccccc2n1,2.0,Br,BrC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,Brc1cccc2nccnc12,6.0,Br,BrC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,Brc1ccc2nccnc2c1,7.0,Br,BrC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CCc1cnc2ccccc2n1,2.0,CC,CCC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CCc1cccc2nccnc12,6.0,CC,CCC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CCc1ccc2nccnc2c1,7.0,CC,CCC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=Cc1cnc2ccccc2n1,2.0,C(=O),O=CC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,O=Cc1cccc2nccnc12,6.0,C(=O),O=CC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,O=Cc1ccc2nccnc2c1,7.0,C(=O),O=CC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,COC(=O)c1cnc2ccccc2n1,2.0,C(=O)OC,COC(=O)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,COC(=O)c1cccc2nccnc12,6.0,C(=O)OC,COC(=O)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,COC(=O)c1ccc2nccnc2c1,7.0,C(=O)OC,COC(=O)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,FC(F)(F)c1cnc2ccccc2n1,2.0,C(F)(F)(F),FC(F)(F)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,FC(F)(F)c1cccc2nccnc12,6.0,C(F)(F)(F),FC(F)(F)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,FC(F)(F)c1ccc2nccnc2c1,7.0,C(F)(F)(F),FC(F)(F)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,NCc1cnc2ccccc2n1,2.0,CN,NCC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,NCc1cccc2nccnc12,6.0,CN,NCC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,NCc1ccc2nccnc2c1,7.0,CN,NCC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,N#Cc1cnc2ccccc2n1,2.0,C#N,N#CC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,N#Cc1cccc2nccnc12,6.0,C#N,N#CC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,N#Cc1ccc2nccnc2c1,7.0,C#N,N#CC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=P(O)(O)c1cnc2ccccc2n1,2.0,P(=O)(O)O,O=P(O)(O)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,O=P(O)(O)c1cccc2nccnc12,6.0,P(=O)(O)O,O=P(O)(O)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,O=P(O)(O)c1ccc2nccnc2c1,7.0,P(=O)(O)O,O=P(O)(O)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,O=[N+]([O-])c1cnc2ccccc2n1,2.0,[N+](=O)[O-],O=[N+]([O-])C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,O=[N+]([O-])c1cccc2nccnc12,6.0,[N+](=O)[O-],O=[N+]([O-])C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,O=[N+]([O-])c1ccc2nccnc2c1,7.0,[N+](=O)[O-],O=[N+]([O-])C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CC(=O)c1cnc2ccccc2n1,2.0,C(=O)C,CC(=O)C1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CC(=O)c1cccc2nccnc12,6.0,C(=O)C,CC(=O)C1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CC(=O)c1ccc2nccnc2c1,7.0,C(=O)C,CC(=O)C1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,c1ccc(-c2cnc3ccccc3n2)cc1,2.0,c1ccccc1,C1=CC=C(C2=CNC3=CC=CC=C3N2)C=C1
C1(N=CC=N2)=C2C=CC=C1,c1ccc(-c2cccc3nccnc23)cc1,6.0,c1ccccc1,C1=CC=C(C2=CC=CC3=C2NC=CN3)C=C1
C1(N=CC=N2)=C2C=CC=C1,c1ccc(-c2ccc3nccnc3c2)cc1,7.0,c1ccccc1,C1=CC=C(C2=CC=C3NC=CNC3=C2)C=C1
C1(N=CC=N2)=C2C=CC=C1,C=Cc1cnc2ccccc2n1,2.0,C=C,C=CC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,C=Cc1cccc2nccnc12,6.0,C=C,C=CC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,C=Cc1ccc2nccnc2c1,7.0,C=C,C=CC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CCCc1cnc2ccccc2n1,2.0,CCC,CCCC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CCCc1cccc2nccnc12,6.0,CCC,CCCC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CCCc1ccc2nccnc2c1,7.0,CCC,CCCC1=CC=C2NC=CNC2=C1
C1(N=CC=N2)=C2C=CC=C1,CCOc1cnc2ccccc2n1,2.0,OCC,CCOC1=CNC2=CC=CC=C2N1
C1(N=CC=N2)=C2C=CC=C1,CCOc1cccc2nccnc12,6.0,OCC,CCOC1=CC=CC2=C1NC=CN2
C1(N=CC=N2)=C2C=CC=C1,CCOc1ccc2nccnc2c1,7.0,OCC,CCOC1=CC=C2NC=CNC2=C1
C1=CN=CC=N1,c1cnccn1,,,C1=CNC=CN1
C1=CN=CC=N1,Clc1cnccn1,0.0,Cl,ClC1=CNC=CN1
C1=CN=CC=N1,Nc1cnccn1,0.0,N,NC1=CNC=CN1
C1=CN=CC=N1,O=c1cncc[nH]1,0.0,[OH],O=C1C=NC=CN1
C1=CN=CC=N1,O=S(=O)(O)c1cnccn1,0.0,S(=O)(=O)O,O=S(=O)(O)C1=CNC=CN1
C1=CN=CC=N1,O=S(=O)([O-])c1cnccn1,0.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CNC=CN1
C1=CN=CC=N1,CN(C)c1cnccn1,0.0,N(C)(C),CN(C)C1=CNC=CN1
C1=CN=CC=N1,CNc1cnccn1,0.0,N(C),CNC1=CNC=CN1
C1=CN=CC=N1,O=C(O)CCNc1cnccn1,0.0,NCCC(=O)(O),O=C(O)CCNC1=CNC=CN1
C1=CN=CC=N1,COc1cnccn1,0.0,O(C),COC1=CNC=CN1
C1=CN=CC=N1,CP(C)c1cnccn1,0.0,P(C)(C),CP(C)C1=CNC=CN1
C1=CN=CC=N1,CSc1cnccn1,0.0,S(C),CSC1=CNC=CN1
C1=CN=CC=N1,[SiH3]c1cnccn1,0.0,[SiH3],[SiH3]C1=CNC=CN1
C1=CN=CC=N1,S=c1cncc[nH]1,0.0,S,S=C1C=NC=CN1
C1=CN=CC=N1,Fc1cnccn1,0.0,F,FC1=CNC=CN1
C1=CN=CC=N1,Brc1cnccn1,0.0,Br,BrC1=CNC=CN1
C1=CN=CC=N1,CCc1cnccn1,0.0,CC,CCC1=CNC=CN1
C1=CN=CC=N1,O=Cc1cnccn1,0.0,C(=O),O=CC1=CNC=CN1
C1=CN=CC=N1,COC(=O)c1cnccn1,0.0,C(=O)OC,COC(=O)C1=CNC=CN1
C1=CN=CC=N1,FC(F)(F)c1cnccn1,0.0,C(F)(F)(F),FC(F)(F)C1=CNC=CN1
C1=CN=CC=N1,NCc1cnccn1,0.0,CN,NCC1=CNC=CN1
C1=CN=CC=N1,N#Cc1cnccn1,0.0,C#N,N#CC1=CNC=CN1
C1=CN=CC=N1,O=P(O)(O)c1cnccn1,0.0,P(=O)(O)O,O=P(O)(O)C1=CNC=CN1
C1=CN=CC=N1,O=[N+]([O-])c1cnccn1,0.0,[N+](=O)[O-],O=[N+]([O-])C1=CNC=CN1
C1=CN=CC=N1,CC(=O)c1cnccn1,0.0,C(=O)C,CC(=O)C1=CNC=CN1
C1=CN=CC=N1,c1ccc(-c2cnccn2)cc1,0.0,c1ccccc1,C1=CC=C(C2=CNC=CN2)C=C1
C1=CN=CC=N1,C=Cc1cnccn1,0.0,C=C,C=CC1=CNC=CN1
C1=CN=CC=N1,CCCc1cnccn1,0.0,CCC,CCCC1=CNC=CN1
C1=CN=CC=N1,CCOc1cnccn1,0.0,OCC,CCOC1=CNC=CN1
C12=NNN=C1C=CC=C2,c1ccc2[nH]nnc2c1,,,C1=CC=C2NN=NC2=C1
C12=NNN=C1C=CC=C2,Clc1cccc2nn[nH]c12,5.0,Cl,ClC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,Clc1ccc2nn[nH]c2c1,6.0,Cl,ClC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,Nc1cccc2nn[nH]c12,5.0,N,NC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,Nc1ccc2nn[nH]c2c1,6.0,N,NC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,Oc1cccc2nn[nH]c12,5.0,[OH],OC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,Oc1ccc2nn[nH]c2c1,6.0,[OH],OC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,O=S(=O)(O)c1cccc2nn[nH]c12,5.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,O=S(=O)(O)c1ccc2nn[nH]c2c1,6.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,O=S(=O)([O-])c1cccc2nn[nH]c12,5.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,O=S(=O)([O-])c1ccc2nn[nH]c2c1,6.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CN(C)c1cccc2nn[nH]c12,5.0,N(C)(C),CN(C)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CN(C)c1ccc2nn[nH]c2c1,6.0,N(C)(C),CN(C)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CNc1cccc2nn[nH]c12,5.0,N(C),CNC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CNc1ccc2nn[nH]c2c1,6.0,N(C),CNC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,O=C(O)CCNc1cccc2nn[nH]c12,5.0,NCCC(=O)(O),O=C(O)CCNC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,O=C(O)CCNc1ccc2nn[nH]c2c1,6.0,NCCC(=O)(O),O=C(O)CCNC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,COc1cccc2nn[nH]c12,5.0,O(C),COC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,COc1ccc2nn[nH]c2c1,6.0,O(C),COC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CP(C)c1cccc2nn[nH]c12,5.0,P(C)(C),CP(C)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CP(C)c1ccc2nn[nH]c2c1,6.0,P(C)(C),CP(C)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CSc1cccc2nn[nH]c12,5.0,S(C),CSC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CSc1ccc2nn[nH]c2c1,6.0,S(C),CSC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,[SiH3]c1cccc2nn[nH]c12,5.0,[SiH3],[SiH3]C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,[SiH3]c1ccc2nn[nH]c2c1,6.0,[SiH3],[SiH3]C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,Sc1cccc2nn[nH]c12,5.0,S,SC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,Sc1ccc2nn[nH]c2c1,6.0,S,SC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,Fc1cccc2nn[nH]c12,5.0,F,FC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,Fc1ccc2nn[nH]c2c1,6.0,F,FC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,Brc1cccc2nn[nH]c12,5.0,Br,BrC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,Brc1ccc2nn[nH]c2c1,6.0,Br,BrC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CCc1cccc2nn[nH]c12,5.0,CC,CCC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CCc1ccc2nn[nH]c2c1,6.0,CC,CCC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,O=Cc1cccc2nn[nH]c12,5.0,C(=O),O=CC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,O=Cc1ccc2nn[nH]c2c1,6.0,C(=O),O=CC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,COC(=O)c1cccc2nn[nH]c12,5.0,C(=O)OC,COC(=O)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,COC(=O)c1ccc2nn[nH]c2c1,6.0,C(=O)OC,COC(=O)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,FC(F)(F)c1cccc2nn[nH]c12,5.0,C(F)(F)(F),FC(F)(F)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,FC(F)(F)c1ccc2nn[nH]c2c1,6.0,C(F)(F)(F),FC(F)(F)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,NCc1cccc2nn[nH]c12,5.0,CN,NCC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,NCc1ccc2nn[nH]c2c1,6.0,CN,NCC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,N#Cc1cccc2nn[nH]c12,5.0,C#N,N#CC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,N#Cc1ccc2nn[nH]c2c1,6.0,C#N,N#CC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,O=P(O)(O)c1cccc2nn[nH]c12,5.0,P(=O)(O)O,O=P(O)(O)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,O=P(O)(O)c1ccc2nn[nH]c2c1,6.0,P(=O)(O)O,O=P(O)(O)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,O=[N+]([O-])c1cccc2nn[nH]c12,5.0,[N+](=O)[O-],O=[N+]([O-])C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,O=[N+]([O-])c1ccc2nn[nH]c2c1,6.0,[N+](=O)[O-],O=[N+]([O-])C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CC(=O)c1cccc2nn[nH]c12,5.0,C(=O)C,CC(=O)C1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CC(=O)c1ccc2nn[nH]c2c1,6.0,C(=O)C,CC(=O)C1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,c1ccc(-c2cccc3nn[nH]c23)cc1,5.0,c1ccccc1,C1=CC=C(C2=CC=CC3=C2NN=N3)C=C1
C12=NNN=C1C=CC=C2,c1ccc(-c2ccc3nn[nH]c3c2)cc1,6.0,c1ccccc1,C1=CC=C(C2=CC=C3N=NNC3=C2)C=C1
C12=NNN=C1C=CC=C2,C=Cc1cccc2nn[nH]c12,5.0,C=C,C=CC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,C=Cc1ccc2nn[nH]c2c1,6.0,C=C,C=CC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CCCc1cccc2nn[nH]c12,5.0,CCC,CCCC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CCCc1ccc2nn[nH]c2c1,6.0,CCC,CCCC1=CC=C2N=NNC2=C1
C12=NNN=C1C=CC=C2,CCOc1cccc2nn[nH]c12,5.0,OCC,CCOC1=CC=CC2=C1NN=N2
C12=NNN=C1C=CC=C2,CCOc1ccc2nn[nH]c2c1,6.0,OCC,CCOC1=CC=C2N=NNC2=C1
C1(C2=NC=CC=C2)=NC=CC=C1,c1ccc(-c2ccccn2)nc1,,,C1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Clc1cccc(-c2ccccn2)n1,3.0,Cl,ClC1=CC=CC(C2=CC=CC=N2)=N1
C1(C2=NC=CC=C2)=NC=CC=C1,Clc1ccc(-c2ccccn2)nc1,4.0,Cl,ClC1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Clc1ccnc(-c2ccccn2)c1,5.0,Cl,ClC1=CC=NC(C2=CC=CC=N2)=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Clc1cccnc1-c1ccccn1,6.0,Cl,ClC1=CC=CN=C1C1=CC=CC=N1
C1(C2=NC=CC=C2)=NC=CC=C1,Nc1cccc(-c2ccccn2)n1,3.0,N,NC1=CC=CC(C2=CC=CC=N2)=N1
C1(C2=NC=CC=C2)=NC=CC=C1,Nc1ccc(-c2ccccn2)nc1,4.0,N,NC1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Nc1ccnc(-c2ccccn2)c1,5.0,N,NC1=CC=NC(C2=CC=CC=N2)=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Nc1cccnc1-c1ccccn1,6.0,N,NC1=CC=CN=C1C1=CC=CC=N1
C1(C2=NC=CC=C2)=NC=CC=C1,Oc1cccc(-c2ccccn2)n1,3.0,[OH],OC1=CC=CC(C2=CC=CC=N2)=N1
C1(C2=NC=CC=C2)=NC=CC=C1,Oc1ccc(-c2ccccn2)nc1,4.0,[OH],OC1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Oc1ccnc(-c2ccccn2)c1,5.0,[OH],OC1=CC=NC(C2=CC=CC=N2)=C1
C1(C2=NC=CC=C2)=NC=CC=C1,Oc1cccnc1-c1ccccn1,6.0,[OH],OC1=CC=CN=C1C1=CC=CC=N1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)(O)c1cccc(-c2ccccn2)n1,3.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=CC(C2=CC=CC=N2)=N1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)(O)c1ccc(-c2ccccn2)nc1,4.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)(O)c1ccnc(-c2ccccn2)c1,5.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=NC(C2=CC=CC=N2)=C1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)(O)c1cccnc1-c1ccccn1,6.0,S(=O)(=O)O,O=S(=O)(O)C1=CC=CN=C1C1=CC=CC=N1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)([O-])c1cccc(-c2ccccn2)n1,3.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=CC(C2=CC=CC=N2)=N1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)([O-])c1ccc(-c2ccccn2)nc1,4.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)([O-])c1ccnc(-c2ccccn2)c1,5.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=NC(C2=CC=CC=N2)=C1
C1(C2=NC=CC=C2)=NC=CC=C1,O=S(=O)([O-])c1cccnc1-c1ccccn1,6.0,S(=O)(=O)[O-],O=S(=O)([O-])C1=CC=CN=C1C1=CC=CC=N1
C1(C2=NC=CC=C2)=NC=CC=C1,CN(C)c1cccc(-c2ccccn2)n1,3.0,N(C)(C),CN(C)C1=CC=CC(C2=CC=CC=N2)=N1
C1(C2=NC=CC=C2)=NC=CC=C1,CN(C)c1ccc(-c2ccccn2)nc1,4.0,N(C)(C),CN(C)C1=CC=C(C2=CC=CC=N2)N=C1
C1(C2=NC=CC=C2)=NC=CC=C1,CN(C)c1ccnc(-c2ccccn2)c1,5.0,N(C)(C),CN(C)C1=CC=NC(C2=CC=CC=N2)=C1
C1(C2=NC=CC=C2)=NC=CC=C1,CN(C)c1cccnc1-c1ccccn1,6.0,N(C)(C),CN(C)C1=CC=CN=C1C1=CC=CC=N1
